"load_extension('/home/s062372/lib/libsqlitefunctions,so')"

operation;implementation;count;"dur (µs)";"duration (µs) per op";"ops per ms"
insert;rollback_reorder_lazy;92447;201293,568;2,17739426914881;459,264550370532
insert;rollback_reorder_lazy;92447;201983,744;2,18485990892079;457,695248980037
insert;rollback_reorder_lazy;92447;202931,712;2,19511408699038;455,55718763167
insert;rollback_reorder_lazy;92447;202861,056;2,19434980042619;455,715857064256
insert;rollback_reorder_lazy;92447;203492,352;2,20117853472801;454,302086006653
insert;rollback_reorder_lazy;92447;203801,856;2,20452644217768;453,612159449618
insert;rollback_reorder_lazy;92447;201798,4;2,18285504126689;458,115624306238
insert;rollback_reorder_lazy;92447;203139,84;2,19736540936969;455,090444099986
insert;rollback_reorder_lazy;92447;202254,336;2,18778690492931;457,082907730591
insert;rollback_reorder_lazy;92447;202886,144;2,19462117753956;455,659505264194
insert;rollback_reorder_lazy;215031;333514,752;1,55100777097256;644,74209524621
insert;rollback_reorder_lazy;215031;336471,296;1,56475715594496;639,076802557327
insert;rollback_reorder_lazy;215031;337979,648;1,57177173523817;636,224699541672
insert;rollback_reorder_lazy;215031;340455,68;1,58328650287633;631,597628214046
